TX_ID	SYMBOL	CHROM	STRAND	TX_START	TX_END	5_UTR	TX_EXONS	3_UTR	CDS_LENGTH
ENST00000448238	NIPBL	5	1	36876790	37064190	[(36876790, 36877178), (36953618, 36953696)]	[(36876790, 36877178), (36953618, 36953760), (36955472, 36955637), (36958104, 36958231), (36961484, 36961583), (36962123, 36962274), (36970876, 36971036), (36971945, 36972041), (36975776, 36976402), (36984676, 36986301), (36995622, 36995804), (37000373, 37000570), (37000817, 37000888), (37000989, 37001078), (37002662, 37002765), (37003261, 37003347), (37006357, 37006588), (37007323, 37007474), (37008008, 37008088), (37008623, 37008723), (37010087, 37010225), (37014683, 37014765), (37016038, 37016170), (37017019, 37017162), (37019311, 37019400), (37020459, 37020673), (37020775, 37020877), (37022051, 37022149), (37022244, 37022390), (37024585, 37024719), (37026229, 37026327), (37027359, 37027412), (37036379, 37036487), (37038602, 37038738), (37044347, 37044487), (37044636, 37044729), (37045443, 37045597), (37046109, 37046199), (37048502, 37048675), (37049111, 37049301), (37051779, 37051886), (37052366, 37052566), (37057186, 37057332), (37058891, 37059165), (37060844, 37061018), (37063790, 37064190)]	[(37064024, 37064190)]	8094
ENST00000513819	NIPBL	5	1	37058903	37063978	[]	[(37058903, 37059165), (37063790, 37063978)]	[]	452
ENST00000332822	NOG	17	1	56593699	56595611	[(56593699, 56594223)]	[(56593699, 56595611)]	[(56594923, 56595611)]	699
ENST00000512697	NR2F1	5	1	93587101	93594540	[(93587101, 93587230)]	[(93587101, 93587243), (93587917, 93588444), (93593562, 93594540)]	[(93593843, 93594540)]	822
ENST00000700211	NR2F1	5	1	93585735	93594280	[(93585735, 93585804), (93587917, 93587933)]	[(93585735, 93585804), (93587917, 93588444), (93593562, 93594280)]	[(93593843, 93594280)]	792
ENST00000327111	NR2F1	5	1	93583222	93594611	[(93583222, 93585023)]	[(93583222, 93585486), (93587917, 93588444), (93593562, 93594611)]	[(93593843, 93594611)]	1272
ENST00000502982	NR2F1	5	1	93587460	93594531	[(93587460, 93587571), (93587917, 93587933)]	[(93587460, 93587571), (93587917, 93588444), (93593562, 93594531)]	[(93593843, 93594531)]	792
ENST00000647447	NR2F1	5	1	93585024	93593842	[]	[(93585024, 93585107), (93585261, 93585486), (93587917, 93588444), (93593562, 93593842)]	[]	1119
ENST00000615873	NR2F1	5	1	93585024	93594517	[]	[(93585024, 93585107), (93585183, 93585486), (93587917, 93588444), (93593562, 93594517)]	[(93593843, 93594517)]	1197
ENST00000455734	NR5A1	9	-1	124500427	124507235	[(124506958, 124507235), (124503396, 124503410)]	[(124506958, 124507235), (124503294, 124503410), (124503079, 124503220), (124500427, 124500715)]	[]	533
ENST00000373587	NR5A1	9	-1	124482728	124500986	[]	[(124500948, 124500986), (124500090, 124500272), (124493030, 124493149), (124491081, 124491228), (124482728, 124483005)]	[(124482728, 124482757)]	738
ENST00000373588	NR5A1	9	-1	124481236	124507399	[(124507249, 124507399), (124503396, 124503410)]	[(124507249, 124507399), (124503294, 124503410), (124503079, 124503220), (124500090, 124500715), (124493030, 124493149), (124491081, 124491228), (124481236, 124483005)]	[(124481236, 124482757)]	1386
ENST00000620110	NR5A1	9	-1	124481236	124507420	[(124507249, 124507420), (124503396, 124503410)]	[(124507249, 124507420), (124503294, 124503410), (124503079, 124503220), (124500090, 124500715), (124491081, 124491228), (124481236, 124483005)]	[(124481236, 124482757)]	1266
ENST00000511258	NSD1	5	1	177134173	177137404	[(177134173, 177134245), (177135087, 177135200), (177135941, 177135976)]	[(177134173, 177134245), (177135087, 177135200), (177135941, 177136030), (177136873, 177137404)]	[(177136957, 177137404)]	138
ENST00000354179	NSD1	5	1	177133079	177300151	[(177133079, 177133154), (177135087, 177135200), (177135941, 177135976)]	[(177133079, 177133154), (177135087, 177135200), (177135941, 177136030), (177191884, 177192019), (177204120, 177204292), (177209636, 177212195), (177235821, 177235945), (177238237, 177238507), (177239756, 177239865), (177244195, 177244270), (177246678, 177246796), (177248181, 177248324), (177251730, 177251853), (177256951, 177257151), (177259989, 177260168), (177267562, 177267718), (177269602, 177269807), (177273672, 177273784), (177280565, 177280834), (177282465, 177282581), (177283787, 177283928), (177288819, 177288925), (177291954, 177292158), (177293832, 177300151)]	[(177295460, 177300151)]	7218
ENST00000508029	NSD1	5	1	177265465	177295459	[(177265465, 177265711), (177267562, 177267718), (177269602, 177269656)]	[(177265465, 177265711), (177267562, 177267718), (177269602, 177269807), (177273672, 177273784), (177280565, 177280834), (177282465, 177282581), (177283787, 177283928), (177288819, 177288925), (177291954, 177292158), (177293832, 177295459)]	[]	2733
ENST00000347982	NSD1	5	1	177134229	177295762	[(177134229, 177134245), (177135087, 177135200), (177135941, 177135976)]	[(177134229, 177134245), (177135087, 177135200), (177135941, 177136030), (177191884, 177192019), (177204120, 177204292), (177209636, 177212195), (177235821, 177235945), (177238237, 177238507), (177239756, 177239865), (177244195, 177244270), (177246678, 177246796), (177248181, 177248324), (177251730, 177251853), (177256951, 177257151), (177259989, 177260168), (177267562, 177267718), (177269602, 177269807), (177273672, 177273784), (177280565, 177280834), (177282465, 177282581), (177283787, 177283928), (177288819, 177288925), (177291954, 177292158), (177293832, 177295762)]	[(177295460, 177295762)]	7218
ENST00000638627	NSD1	5	1	177135167	177210453	[(177135167, 177135200), (177135941, 177136030), (177169394, 177169428), (177191884, 177192012)]	[(177135167, 177135200), (177135941, 177136030), (177169394, 177169428), (177191884, 177192019), (177204120, 177204292), (177209636, 177210453)]	[]	998
ENST00000503056	NSD1	5	1	177265727	177295459	[(177265727, 177265809), (177267562, 177267718), (177269602, 177269656)]	[(177265727, 177265809), (177267562, 177267718), (177269602, 177269807), (177273672, 177273784), (177280565, 177280834), (177282465, 177282581), (177283787, 177283928), (177288819, 177288925), (177291954, 177292158), (177293832, 177295459)]	[]	2733
ENST00000644863	NSD1	5	1	177135167	177210068	[(177135167, 177135200), (177135941, 177136030), (177169394, 177169644), (177191884, 177192012)]	[(177135167, 177135200), (177135941, 177136030), (177169394, 177169644), (177191884, 177192019), (177204120, 177204292), (177209636, 177210068)]	[]	613
ENST00000687453	NSD1	5	1	177135086	177295757	[(177135086, 177135103)]	[(177135086, 177136030), (177209636, 177212195), (177235821, 177235945), (177238237, 177238507), (177239756, 177239865), (177244195, 177244270), (177246678, 177246796), (177248181, 177248324), (177251730, 177251853), (177256951, 177257151), (177259989, 177260168), (177267562, 177267718), (177269602, 177269807), (177273672, 177273784), (177280565, 177280834), (177282465, 177282581), (177283787, 177283928), (177288819, 177288925), (177291954, 177292158), (177293832, 177295757)]	[(177295460, 177295757)]	7782
ENST00000689345	NSD1	5	1	177133900	177300151	[(177133900, 177133952), (177135087, 177135200), (177135941, 177135976)]	[(177133900, 177133952), (177135087, 177135200), (177135941, 177136030), (177191884, 177192019), (177204120, 177204292), (177209636, 177212195), (177235821, 177235945), (177238237, 177238507), (177239756, 177239865), (177244195, 177244270), (177246678, 177246796), (177248181, 177248324), (177251730, 177251853), (177256951, 177257151), (177259989, 177260168), (177267562, 177267718), (177269602, 177269807), (177273672, 177273784), (177280565, 177280834), (177282465, 177282581), (177283787, 177283928), (177288819, 177288925), (177291954, 177292158), (177293832, 177300151)]	[(177295460, 177300151)]	7218
ENST00000508896	NSD1	5	1	177131830	177300213	[(177131830, 177131934), (177135087, 177135200), (177135941, 177135976)]	[(177131830, 177131934), (177135087, 177135200), (177135941, 177136030), (177191884, 177192019), (177204120, 177204292), (177209636, 177212195), (177235821, 177235945), (177238237, 177238507), (177239756, 177239865), (177244195, 177244270), (177246678, 177246796), (177248181, 177248324), (177251730, 177251853), (177256951, 177257151), (177259989, 177260168), (177267562, 177267718), (177269602, 177269807), (177273672, 177273784), (177280565, 177280834), (177282465, 177282581), (177283787, 177283928), (177288819, 177288925), (177291954, 177292158), (177293832, 177300213)]	[(177295460, 177300213)]	7218
ENST00000439151	NSD1	5	1	177133773	177300213	[(177133773, 177133952), (177135087, 177135103)]	[(177133773, 177133952), (177135087, 177136030), (177191884, 177192019), (177204120, 177204292), (177209636, 177212195), (177235821, 177235945), (177238237, 177238507), (177239756, 177239865), (177244195, 177244270), (177246678, 177246796), (177248181, 177248324), (177251730, 177251853), (177256951, 177257151), (177259989, 177260168), (177267562, 177267718), (177269602, 177269807), (177273672, 177273784), (177280565, 177280834), (177282465, 177282581), (177283787, 177283928), (177288819, 177288925), (177291954, 177292158), (177293832, 177300213)]	[(177295460, 177300213)]	8091
ENST00000686993	NSD1	5	1	177133600	177300213	[(177133600, 177133634), (177135087, 177135200), (177135941, 177135976)]	[(177133600, 177133634), (177135087, 177135200), (177135941, 177136030), (177191884, 177192019), (177204120, 177204292), (177209636, 177212195), (177235821, 177235945), (177238237, 177238507), (177239756, 177239865), (177244195, 177244270), (177246678, 177246796), (177248181, 177248324), (177251730, 177251853), (177256951, 177257151), (177259989, 177260168), (177267562, 177267718), (177269602, 177269807), (177273672, 177273784), (177280565, 177280834), (177282465, 177282581), (177283787, 177283928), (177288819, 177288925), (177291954, 177292158), (177293832, 177300213)]	[(177295460, 177300213)]	7218
ENST00000679374	PAX2	10	1	100735396	100829944	[(100735396, 100735708)]	[(100735396, 100735733), (100749746, 100749914), (100750694, 100750891), (100779498, 100779583), (100781246, 100781365), (100806430, 100806605), (100809110, 100809236), (100824648, 100824749), (100827009, 100827095), (100827543, 100829944)]	[(100827620, 100829944)]	1167
ENST00000355243	PAX2	10	1	100745582	100829944	[(100745582, 100746260)]	[(100745582, 100746303), (100749746, 100749914), (100750694, 100750891), (100779498, 100779583), (100781246, 100781365), (100806430, 100806605), (100809110, 100809236), (100824648, 100824749), (100827009, 100827095), (100827543, 100829944)]	[(100827620, 100829944)]	1185
ENST00000707079	PAX2	10	1	100745582	100829941	[(100745582, 100746260)]	[(100745582, 100746303), (100749746, 100749914), (100750694, 100750891), (100779498, 100779583), (100781246, 100781365), (100786943, 100787011), (100806430, 100806605), (100809110, 100809236), (100824648, 100824749), (100827009, 100827095), (100827562, 100829941)]	[(100827684, 100829941)]	1299
ENST00000361791	PAX2	10	1	100746220	100829589	[(100746220, 100746260)]	[(100746220, 100746303), (100749749, 100749914), (100750694, 100750891), (100779498, 100779583), (100781246, 100781365), (100806430, 100806605), (100809110, 100809236), (100824648, 100824749), (100827009, 100827095), (100827543, 100829589)]	[(100827620, 100829589)]	1182
ENST00000554172	PAX2	10	1	100748850	100824654	[(100748850, 100749690)]	[(100748850, 100749914), (100750694, 100750891), (100779498, 100779583), (100781246, 100781341), (100806430, 100806605), (100809110, 100809236), (100824648, 100824654)]	[]	914
ENST00000370296	PAX2	10	1	100745711	100829941	[(100745711, 100746260)]	[(100745711, 100746303), (100749746, 100749914), (100750694, 100750891), (100779498, 100779583), (100781246, 100781365), (100806430, 100806605), (100809110, 100809236), (100824648, 100824749), (100824902, 100824984), (100827009, 100827095), (100827543, 100829941)]	[(100827543, 100829941)]	1191
ENST00000707078	PAX2	10	1	100735396	100829944	[(100735396, 100735708)]	[(100735396, 100735733), (100746193, 100746303), (100749746, 100749914), (100750694, 100750891), (100779498, 100779583), (100781246, 100781365), (100806430, 100806605), (100809110, 100809236), (100824648, 100824749), (100827009, 100827095), (100827543, 100829944)]	[(100827620, 100829944)]	1278
ENST00000428433	PAX2	10	1	100745711	100829941	[(100745711, 100746260)]	[(100745711, 100746303), (100749746, 100749914), (100750694, 100750891), (100779498, 100779583), (100781246, 100781365), (100786943, 100787011), (100806430, 100806605), (100809110, 100809236), (100824648, 100824749), (100827009, 100827095), (100827543, 100829941)]	[(100827620, 100829941)]	1254
ENST00000427256	PAX2	10	1	100745582	100829944	[(100745582, 100746260)]	[(100745582, 100746303), (100749746, 100749914), (100750694, 100750891), (100779498, 100779583), (100781246, 100781365), (100806430, 100806605), (100809110, 100809236), (100824648, 100824749), (100827009, 100827095), (100827562, 100829944)]	[(100827684, 100829944)]	1230
ENST00000409551	PAX3	2	-1	222201358	222298895	[(222298616, 222298895)]	[(222298531, 222298895), (222296978, 222297213), (222295528, 222295654), (222294167, 222294301), (222232078, 222232283), (222221222, 222221387), (222220140, 222220354), (222201944, 222202190), (222201358, 222201442)]	[(222201358, 222201407)]	1452
ENST00000392070	PAX3	2	-1	222199887	222298998	[(222298616, 222298998)]	[(222298531, 222298998), (222296978, 222297213), (222295528, 222295657), (222294167, 222294301), (222232078, 222232283), (222221222, 222221387), (222220140, 222220354), (222201944, 222202190), (222199887, 222201442)]	[(222199887, 222201407)]	1455
ENST00000350526	PAX3	2	-1	222201713	222298752	[(222298616, 222298752)]	[(222298531, 222298752), (222296978, 222297213), (222295528, 222295657), (222294167, 222294301), (222232078, 222232283), (222221222, 222221387), (222220140, 222220354), (222201713, 222202190)]	[(222201713, 222201923)]	1440
ENST00000344493	PAX3	2	-1	222201332	222298659	[(222298616, 222298659)]	[(222298531, 222298659), (222296978, 222297213), (222295528, 222295657), (222294167, 222294301), (222232078, 222232283), (222221222, 222221387), (222220140, 222220354), (222201332, 222201442)]	[(222201332, 222201403)]	1212
ENST00000336840	PAX3	2	-1	222201111	222298659	[(222298616, 222298659)]	[(222298531, 222298659), (222296978, 222297213), (222295528, 222295657), (222294167, 222294301), (222232078, 222232283), (222221222, 222221387), (222220140, 222220354), (222201412, 222201442), (222201111, 222201240)]	[(222201111, 222201220)]	1224
ENST00000392069	PAX3	2	-1	222199888	222298981	[(222298616, 222298981)]	[(222298531, 222298981), (222296978, 222297213), (222295528, 222295657), (222294167, 222294301), (222232078, 222232283), (222221222, 222221387), (222220140, 222220354), (222201944, 222202190), (222201412, 222201442), (222199888, 222201240)]	[(222199888, 222201173)]	1518
ENST00000258387	PAX3	2	-1	222293635	222298865	[(222298616, 222298865)]	[(222298531, 222298865), (222296978, 222297213), (222295528, 222295657), (222294167, 222294301), (222293635, 222293757)]	[(222293635, 222293722)]	621
ENST00000409828	PAX3	2	-1	222293630	222298746	[(222298616, 222298746)]	[(222298531, 222298746), (222296978, 222297213), (222295528, 222295657), (222293630, 222294301)]	[(222293630, 222294104)]	648
ENST00000638696	PAX6	11	-1	31789934	31806411	[]	[(31806402, 31806411), (31802704, 31802834), (31801871, 31801912), (31801669, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789934, 31790019)]	[]	1203
ENST00000455099	PAX6	11	-1	31794630	31811689	[(31811528, 31811689), (31810828, 31811015), (31806849, 31806925), (31806412, 31806462)]	[(31811528, 31811689), (31810828, 31811015), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801871, 31801912), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788)]	[]	724
ENST00000379107	PAX6	11	-1	31789194	31810305	[(31809906, 31810305), (31806849, 31806925), (31806412, 31806462)]	[(31809906, 31810305), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801871, 31801912), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789194, 31790019)]	[(31789194, 31789933)]	1311
ENST00000379109	PAX6	11	-1	31788911	31810667	[(31809906, 31810667), (31806849, 31806925), (31806412, 31806462)]	[(31809906, 31810667), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31788911, 31790019)]	[(31788911, 31789933)]	1269
ENST00000640684	PAX6	11	-1	31793247	31810991	[(31810828, 31810991), (31806849, 31806925), (31806412, 31806462)]	[(31810828, 31810991), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801871, 31801912), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793247, 31793553)]	[(31793247, 31793263)]	1248
ENST00000640125	PAX6	11	-1	31789934	31804175	[(31803952, 31804175), (31802704, 31802834), (31801669, 31801776), (31800806, 31800856)]	[(31803952, 31804175), (31802704, 31802834), (31801669, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789934, 31790019)]	[]	861
ENST00000638878	PAX6	11	-1	31790790	31803673	[(31803398, 31803673), (31802704, 31802834), (31801561, 31801776), (31800806, 31800856)]	[(31803398, 31803673), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790790, 31790860)]	[]	695
ENST00000640613	PAX6	11	-1	31789938	31811118	[(31810828, 31811118), (31806849, 31806925), (31806412, 31806462)]	[(31810828, 31811118), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801871, 31801912), (31801762, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789938, 31790019)]	[]	1106
ENST00000638762	PAX6	11	-1	31790769	31804258	[(31802704, 31804258), (31801871, 31801912), (31801561, 31801776), (31800806, 31800856)]	[(31802704, 31804258), (31801871, 31801912), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790769, 31790860)]	[]	716
ENST00000639061	PAX6	11	-1	31789946	31803245	[(31803020, 31803245), (31802704, 31802834), (31801561, 31801776), (31800806, 31800856)]	[(31803020, 31803245), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789946, 31790019)]	[]	849
ENST00000639386	PAX6	11	-1	31784792	31804059	[(31803952, 31804059), (31802704, 31802834), (31801561, 31801776), (31800806, 31800856)]	[(31803952, 31804059), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31784792, 31790019)]	[(31784792, 31789933)]	861
ENST00000606377	PAX6	11	-1	31784779	31811121	[(31810828, 31811121), (31806849, 31806925), (31806412, 31806462)]	[(31810828, 31811121), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801871, 31801912), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31784779, 31790019)]	[(31784779, 31789933)]	1311
ENST00000638802	PAX6	11	-1	31790006	31803673	[(31803398, 31803673), (31802704, 31802834), (31801871, 31801912), (31801561, 31801776), (31800806, 31800856)]	[(31803398, 31803673), (31802704, 31802834), (31801871, 31801912), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31790006, 31790019)]	[]	789
ENST00000640368	PAX6	11	-1	31789026	31811322	[(31811115, 31811322), (31810828, 31811015), (31806849, 31806925), (31806412, 31806462)]	[(31811115, 31811322), (31810828, 31811015), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801871, 31801912), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789026, 31790019)]	[(31789026, 31789933)]	1311
ENST00000638685	PAX6	11	-1	31789026	31812823	[(31812093, 31812823), (31806849, 31806925), (31806412, 31806462)]	[(31812093, 31812823), (31806849, 31806925), (31806402, 31806462), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31789026, 31790019)]	[(31789026, 31789629)]	909
ENST00000638250	PAX6	11	-1	31789947	31811057	[(31810828, 31811057), (31806849, 31806925), (31806402, 31806462), (31801561, 31801776), (31800806, 31800856)]	[(31810828, 31811057), (31806849, 31806925), (31806402, 31806462), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789947, 31790019)]	[]	848
ENST00000638629	PAX6	11	-1	31789934	31804046	[(31802704, 31804046), (31801871, 31801912), (31801230, 31801776), (31800806, 31800856)]	[(31802704, 31804046), (31801871, 31801912), (31801230, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789934, 31790019)]	[]	861
ENST00000524853	PAX6	11	-1	31789951	31812745	[(31812093, 31812745), (31810828, 31811015), (31806849, 31806925), (31806412, 31806462)]	[(31812093, 31812745), (31810828, 31811015), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789951, 31790019)]	[]	1252
ENST00000379132	PAX6	11	-1	31788908	31817961	[(31817809, 31817961), (31806849, 31806925), (31806412, 31806462)]	[(31817809, 31817961), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31788908, 31790019)]	[(31788908, 31789933)]	1269
ENST00000638755	PAX6	11	-1	31789934	31806411	[]	[(31806402, 31806411), (31802704, 31802834), (31801669, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789934, 31790019)]	[]	1161
ENST00000639950	PAX6	11	-1	31789946	31813131	[(31812572, 31813131), (31810828, 31811015), (31806849, 31806925), (31806412, 31806462)]	[(31812572, 31813131), (31810828, 31811015), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789946, 31790019)]	[]	1257
ENST00000639079	PAX6	11	-1	31793273	31804255	[(31802704, 31804255), (31801561, 31801776), (31800806, 31800856)]	[(31802704, 31804255), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793273, 31793553)]	[]	789
ENST00000640460	PAX6	11	-1	31789962	31807656	[(31807290, 31807656), (31806849, 31806925), (31806412, 31806462)]	[(31807290, 31807656), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789962, 31790019)]	[]	1241
ENST00000379129	PAX6	11	-1	31788912	31817961	[(31817809, 31817961), (31806849, 31806925), (31806412, 31806462)]	[(31817809, 31817961), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801871, 31801912), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31788912, 31790019)]	[(31788912, 31789933)]	1311
ENST00000640766	PAX6	11	-1	31789946	31805795	[(31805389, 31805795), (31803584, 31803726), (31802704, 31802834), (31801561, 31801776), (31800806, 31800856)]	[(31805389, 31805795), (31803584, 31803726), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789946, 31790019)]	[]	849
ENST00000639916	PAX6	11	-1	31789026	31811144	[(31810828, 31811144), (31806849, 31806925), (31806412, 31806462)]	[(31810828, 31811144), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789026, 31790019)]	[(31789026, 31789933)]	1269
ENST00000640287	PAX6	11	-1	31789936	31806629	[(31806412, 31806629)]	[(31806402, 31806629), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789936, 31790019)]	[]	1267
ENST00000379111	PAX6	11	-1	31789946	31811952	[(31811808, 31811952), (31810828, 31811015), (31806849, 31806925), (31806412, 31806462)]	[(31811808, 31811952), (31810828, 31811015), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789946, 31790019)]	[]	1257
ENST00000638346	PAX6	11	-1	31790014	31804267	[(31803584, 31804267), (31802704, 31802834), (31801561, 31801776), (31800806, 31800856)]	[(31803584, 31804267), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31790014, 31790019)]	[]	781
ENST00000379123	PAX6	11	-1	31789947	31811322	[(31811115, 31811322), (31810828, 31811015), (31806849, 31806925), (31806402, 31806462), (31803584, 31803726), (31802704, 31802834), (31801561, 31801776), (31800806, 31800856)]	[(31811115, 31811322), (31810828, 31811015), (31806849, 31806925), (31806402, 31806462), (31803584, 31803726), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789947, 31790019)]	[]	848
ENST00000638965	PAX6	11	-1	31789830	31817937	[(31817809, 31817937), (31794709, 31794788)]	[(31817809, 31817937), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789830, 31790019)]	[(31789830, 31789933)]	666
ENST00000639920	PAX6	11	-1	31801742	31807619	[(31807290, 31807619), (31806849, 31806925), (31806412, 31806462)]	[(31807290, 31807619), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801871, 31801912), (31801742, 31801776)]	[]	218
ENST00000639006	PAX6	11	-1	31790738	31803620	[(31803398, 31803620), (31802704, 31802834), (31801871, 31801912), (31801561, 31801776), (31801230, 31801326), (31800806, 31800856)]	[(31803398, 31803620), (31802704, 31802834), (31801871, 31801912), (31801561, 31801776), (31801230, 31801326), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790738, 31790860)]	[]	747
ENST00000643871	PAX6	11	-1	31784792	31811331	[(31811115, 31811331), (31810828, 31811015), (31806849, 31806925), (31806412, 31806462)]	[(31811115, 31811331), (31810828, 31811015), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31784792, 31790019)]	[(31784792, 31789933)]	1269
ENST00000640872	PAX6	11	-1	31789952	31803960	[(31802704, 31803960), (31801561, 31801776), (31800806, 31800856)]	[(31802704, 31803960), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789952, 31790019)]	[]	843
ENST00000481563	PAX6	11	-1	31789934	31804237	[(31803952, 31804237), (31802704, 31802834), (31801871, 31801912), (31801561, 31801776), (31800806, 31800856)]	[(31803952, 31804237), (31802704, 31802834), (31801871, 31801912), (31801561, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790710, 31790860), (31789934, 31790019)]	[]	861
ENST00000379115	PAX6	11	-1	31790727	31811322	[(31811115, 31811322), (31810828, 31811015), (31806849, 31806925), (31806412, 31806462)]	[(31811115, 31811322), (31810828, 31811015), (31806849, 31806925), (31806402, 31806462), (31802704, 31802834), (31801871, 31801912), (31801762, 31801776), (31800691, 31800856), (31794630, 31794788), (31794032, 31794114), (31793652, 31793802), (31793438, 31793553), (31790727, 31790860)]	[]	1007
